#sample=71
0 0.49658 0.000117954 0.246607 6.61079e-05 0.660814 0.0113336 -1
1 0.484008 0.000303941 0.234305 0.000195744 0.299142 0.00305916 -0.8
2 0.484017 0.000359885 0.234329 0.000226209 0.299823 0.0038777 -0.8
3 0.475168 0.000473719 0.225857 0.000305064 0.234188 0.00267213 -0.6
4 0.484111 0.000333084 0.234422 0.000205845 0.300723 0.0036837 -0.8
5 0.475246 0.000445391 0.225918 0.000280451 0.235027 0.00263825 -0.6
6 0.475326 0.000502483 0.226021 0.000316615 0.23664 0.00287214 -0.6
7 0.464854 0.000641249 0.216185 0.000399069 0.194316 0.00201274 -0.4
8 0.484118 0.000345416 0.234438 0.000193585 0.300512 0.00357917 -0.8
9 0.475179 0.000459528 0.225867 0.000271557 0.235887 0.00252012 -0.6
10 0.475333 0.000502441 0.226032 0.000302645 0.23637 0.00290767 -0.6
11 0.465009 0.000639068 0.216331 0.000385716 0.194682 0.00222351 -0.4
12 0.475345 0.00047498 0.226034 0.000283609 0.236303 0.00262741 -0.6
13 0.4649 0.000617987 0.216223 0.000368698 0.19448 0.00199092 -0.4
14 0.464969 0.000668992 0.216314 0.000405845 0.192381 0.00238602 -0.4
15 0.452279 0.000872867 0.20469 0.000524383 0.16318 0.00171751 -0.2
16 0.484231 0.000343122 0.234526 0.000210184 0.303831 0.00379735 -0.8
17 0.475375 0.000445944 0.226054 0.000282831 0.234974 0.00248375 -0.6
18 0.475377 0.000502629 0.226064 0.000313054 0.23757 0.00275005 -0.6
19 0.465005 0.000640164 0.216323 0.000401755 0.193282 0.00215556 -0.4
20 0.475513 0.000480596 0.226188 0.00029696 0.2373 0.00274053 -0.6
21 0.465105 0.000608752 0.216404 0.000377213 0.194152 0.00184841 -0.4
22 0.465164 0.000685116 0.216486 0.000420402 0.195462 0.00238234 -0.4
23 0.452529 0.000844935 0.204893 0.000519066 0.163697 0.00164866 -0.2
24 0.475478 0.000477452 0.226161 0.000276013 0.236499 0.00268357 -0.6
25 0.465098 0.000628641 0.216416 0.000373086 0.193865 0.00200815 -0.4
26 0.465073 0.000663201 0.216414 0.000394566 0.194894 0.00206111 -0.4
27 0.452341 0.000851306 0.204759 0.000506817 0.163446 0.0017748 -0.2
28 0.465273 0.00063892 0.21659 0.000383441 0.195563 0.00210853 -0.4
29 0.45242 0.000820421 0.204802 0.000491695 0.16361 0.00173436 -0.2
30 0.4527 0.000863058 0.205087 0.000509247 0.165182 0.0017787 -0.2
31 0.436555 0.00110716 0.190742 0.000636107 0.140125 0.00135781 0
32 0.484274 0.000357085 0.234579 0.000210451 0.30251 0.00413815 -0.8
33 0.475342 0.000461887 0.226014 0.00027857 0.234417 0.00250714 -0.6
34 0.475447 0.000514094 0.226139 0.00031637 0.236656 0.0026639 -0.6
35 0.464958 0.000667413 0.216282 0.000419883 0.193324 0.00207992 -0.4
36 0.475391 0.000488908 0.226077 0.000297454 0.235468 0.00273156 -0.6
37 0.465141 0.000616358 0.216452 0.000370939 0.193823 0.00198599 -0.4
38 0.465118 0.00068984 0.216451 0.000416918 0.195002 0.00237661 -0.4
39 0.452488 0.000876064 0.204872 0.000538984 0.162283 0.00174234 -0.2
40 0.47558 0.000493185 0.22626 0.000281751 0.236805 0.0030155 -0.6
41 0.465202 0.000641332 0.216511 0.000367405 0.194571 0.00208808 -0.4
42 0.465168 0.000694157 0.216506 0.000410217 0.194032 0.00230042 -0.4
43 0.452434 0.000887218 0.20484 0.000510988 0.163375 0.00178782 -0.2
44 0.465249 0.000667479 0.216565 0.000401775 0.195034 0.00198213 -0.4
45 0.452533 0.000822703 0.204918 0.000481046 0.163287 0.00154332 -0.2
46 0.452729 0.000921495 0.205118 0.000542547 0.164816 0.00184637 -0.2
47 0.4368 0.00114969 0.19096 0.000668723 0.140417 0.00159106 0
48 0.475592 0.000490401 0.226267 0.000290903 0.23807 0.00282024 -0.6
49 0.465184 0.000628942 0.216486 0.000382167 0.195975 0.00217019 -0.4
50 0.465299 0.000685028 0.216608 0.000414525 0.195605 0.00222282 -0.4
51 0.452376 0.000881019 0.204766 0.00053452 0.16453 0.00198178 -0.2
52 0.46543 0.000648733 0.216727 0.00039042 0.194898 0.0022348 -0.4
53 0.45258 0.00081159 0.204938 0.000485086 0.162861 0.0016658 -0.2
54 0.452676 0.000901793 0.205064 0.000543429 0.165105 0.00208124 -0.2
55 0.436886 0.00112601 0.19102 0.000670338 0.139726 0.00168024 0
56 0.465602 0.000653472 0.216892 0.000381892 0.194501 0.00217272 -0.4
57 0.452538 0.000842023 0.204913 0.000492632 0.162963 0.00162785 -0.2
58 0.452715 0.000907516 0.205104 0.00053119 0.164521 0.00177504 -0.2
59 0.436957 0.00114364 0.191079 0.000662628 0.14042 0.00162273 0
60 0.453061 0.000850006 0.205403 0.000494706 0.165478 0.00168054 -0.2
61 0.437056 0.00109093 0.191163 0.000635491 0.140928 0.00156044 0
62 0.437059 0.00117752 0.191205 0.0006585 0.140059 0.0015472 0
63 0.417371 0.00146963 0.174406 0.000825031 0.1199 0.00120055 0.2
64 0.484113 0.000373799 0.234434 0.000225592 0.303699 0.0039169 -0.8
65 0.475303 0.000497776 0.225999 0.000315295 0.234093 0.00256351 -0.6
66 0.475255 0.000541901 0.225962 0.000336393 0.235663 0.00286554 -0.6
67 0.46498 0.000679515 0.216308 0.000425984 0.193049 0.00227157 -0.4
68 0.475339 0.000489711 0.226027 0.00031066 0.23629 0.00250726 -0.6
69 0.464983 0.000633224 0.2163 0.000394562 0.193469 0.00207907 -0.4
70 0.464937 0.000708139 0.216288 0.000437137 0.196237 0.00231323 -0.4
71 0.452291 0.000882167 0.204701 0.000543321 0.163197 0.0017711 -0.2
72 0.475409 0.000510054 0.226104 0.000300731 0.237024 0.00278339 -0.6
73 0.465064 0.000668996 0.216387 0.000402759 0.194477 0.00222048 -0.4
74 0.46512 0.000727075 0.21647 0.000433456 0.196171 0.00236446 -0.4
75 0.452287 0.000928307 0.204708 0.000550036 0.162738 0.00187399 -0.2
76 0.465123 0.000665905 0.216457 0.000410537 0.193555 0.00195097 -0.4
