#sample=2781
0 0.00177086 0.000258903 0.99964 0.000359583
1 0.00217284 0.000365423 0.998921 0.000622592
2 0.00256379 0.000461181 0.997483 0.00095034
3 0.00207031 0.000337086 0.998562 0.000718778
4 0.00236656 0.000391582 0.998562 0.000718778
5 0.00262191 0.000412977 0.998202 0.000803473
6 0.00387823 0.000636266 0.995685 0.00124316
7 0.00350698 0.000606694 0.997123 0.00101577
8 0.00256155 0.000285357 0.999281 0.000508436
9 0.00444382 0.000678214 0.996764 0.0010772
10 0.00404625 0.000604303 0.997123 0.00101577
11 0.00399827 0.000503245 0.997843 0.000880002
12 0.00397156 0.000429507 0.997843 0.000880002
13 0.00529439 0.000670915 0.996404 0.00113526
14 0.00577754 0.000721503 0.995325 0.00129369
15 0.00612772 0.000737926 0.995325 0.00129369
16 0.00655938 0.000741047 0.996404 0.00113526
17 0.00607194 0.000578656 0.997483 0.00095034
18 0.00720639 0.000778938 0.996045 0.00119045
19 0.00666556 0.000613411 0.997483 0.00095034
20 0.00729211 0.000696101 0.997123 0.00101577
21 0.00740229 0.000622977 0.996404 0.00113526
22 0.00798583 0.000708851 0.996764 0.0010772
23 0.00841718 0.000677615 0.996404 0.00113526
24 0.00925271 0.000790427 0.995325 0.00129369
25 0.00914056 0.000681712 0.995685 0.00124316
26 0.00951517 0.00075311 0.996045 0.00119045
27 0.00981953 0.000719892 0.996404 0.00113526
28 0.00984266 0.000612525 0.996404 0.00113526
29 0.0103538 0.000672069 0.996404 0.00113526
30 0.0113176 0.000818711 0.995685 0.00124316
31 0.0113385 0.000748407 0.995685 0.00124316
32 0.0116378 0.000752628 0.995325 0.00129369
33 0.0120732 0.000829962 0.996404 0.00113526
34 0.0120274 0.000725973 0.996764 0.0010772
35 0.0130801 0.000816023 0.994966 0.00134229
36 0.0126713 0.000697313 0.996764 0.0010772
37 0.0137633 0.000814948 0.994966 0.00134229
38 0.0148035 0.000935687 0.994247 0.00143445
39 0.0146978 0.000822948 0.994966 0.00134229
40 0.0153388 0.000865519 0.994606 0.00138915
41 0.0152087 0.000823515 0.995325 0.00129369
