#sample=10000
0 0.325103 0.000432716 0.105683 0.000200067 0.0820373 0.000138119 -1
1 0.186069 0.000451198 0.0346385 0.000123453 0.0583517 6.3807e-05 -0.8
2 0.186227 0.000450392 0.034687 0.000123275 0.0582972 6.38538e-05 -0.8
3 0.140556 0.00038915 0.019752 8.29356e-05 0.0527029 5.25471e-05 -0.6
4 0.186531 0.000451956 0.0347914 0.000123231 0.0583401 6.43324e-05 -0.8
5 0.140724 0.000389404 0.0197876 8.27763e-05 0.0527338 5.26793e-05 -0.6
6 0.140824 0.00038928 0.0198171 8.2981e-05 0.0527798 5.20688e-05 -0.6
7 0.117589 0.00036128 0.0137683 6.56163e-05 0.0491416 4.80169e-05 -0.4
8 0.18599 0.000451886 0.0345819 0.000123074 0.0582878 6.36956e-05 -0.8
9 0.140653 0.000390106 0.0197498 8.28141e-05 0.0527283 5.26154e-05 -0.6
10 0.140558 0.00038864 0.019737 8.25923e-05 0.0527287 5.23592e-05 -0.6
11 0.117581 0.00036185 0.0137575 6.55164e-05 0.0491623 4.77474e-05 -0.4
12 0.140752 0.000388176 0.0197827 8.24029e-05 0.0527448 5.2629e-05 -0.6
13 0.117618 0.00036107 0.013771 6.56724e-05 0.049189 4.83298e-05 -0.4
14 0.117542 0.000360864 0.0137677 6.54977e-05 0.0491624 4.79743e-05 -0.4
15 0.109358 0.000374207 0.0118658 6.40223e-05 0.0463332 4.58772e-05 -0.2
16 0.186268 0.000452922 0.0346984 0.000123811 0.0583575 6.4262e-05 -0.8
17 0.140708 0.000390315 0.0197826 8.27541e-05 0.0526975 5.23353e-05 -0.6
18 0.140843 0.000389502 0.0198115 8.26629e-05 0.0527414 5.24603e-05 -0.6
19 0.117511 0.000361258 0.0137364 6.52701e-05 0.0491992 4.8077e-05 -0.4
20 0.141027 0.000390671 0.0198611 8.27696e-05 0.0527588 5.30704e-05 -0.6
21 0.117692 0.000360656 0.0137872 6.54216e-05 0.0491813 4.87839e-05 -0.4
22 0.117715 0.000362965 0.013796 6.58871e-05 0.0491815 4.83487e-05 -0.4
23 0.109279 0.000375844 0.0118411 6.42662e-05 0.0463735 4.60956e-05 -0.2
24 0.140744 0.000389152 0.0197771 8.23319e-05 0.0527495 5.27087e-05 -0.6
25 0.117656 0.000360605 0.0137582 6.51429e-05 0.0491675 4.84903e-05 -0.4
26 0.117546 0.000362009 0.0137576 6.55626e-05 0.049161 4.79705e-05 -0.4
27 0.109195 0.000375764 0.011811 6.40542e-05 0.04635 4.62057e-05 -0.2
28 0.117761 0.00036052 0.0138006 6.54291e-05 0.049172 4.82344e-05 -0.4
29 0.109351 0.000375568 0.0118579 6.46172e-05 0.0463714 4.59073e-05 -0.2
30 0.109306 0.000376011 0.0118363 6.43942e-05 0.0463575 4.66253e-05 -0.2
31 0.11342 0.000426731 0.0127232 7.70983e-05 0.0437909 4.52705e-05 0
32 0.186114 0.000449434 0.0346947 0.000123177 0.0583235 6.3689e-05 -0.8
33 0.140474 0.000388341 0.0197367 8.24039e-05 0.0527197 5.29838e-05 -0.6
34 0.140592 0.00038813 0.0197765 8.28688e-05 0.0527664 5.2215e-05 -0.6
35 0.117344 0.00035988 0.0137191 6.53199e-05 0.0491162 4.80272e-05 -0.4
36 0.140775 0.00038815 0.0198313 8.26723e-05 0.0527914 5.26813e-05 -0.6
37 0.117525 0.000359471 0.013777 6.56679e-05 0.0492283 4.85363e-05 -0.4
38 0.117535 0.000361 0.01378 6.58841e-05 0.0491822 4.83346e-05 -0.4
39 0.10919 0.000373492 0.0118347 6.40911e-05 0.0462971 4.61934e-05 -0.2
40 0.140572 0.000388178 0.0197451 8.20793e-05 0.0527024 5.20775e-05 -0.6
41 0.117445 0.000360451 0.0137137 6.52454e-05 0.0491721 4.78022e-05 -0.4
42 0.117368 0.000359675 0.0137187 6.52327e-05 0.0491383 4.76551e-05 -0.4
43 0.109215 0.000372752 0.0118219 6.37424e-05 0.0462981 4.57931e-05 -0.2
44 0.117512 0.000360032 0.0137647 6.53525e-05 0.0491904 4.82197e-05 -0.4
