1 1.0 0.1355046945124253 0.3239166440709212 1.668262531982816 0.015155253190717756 9999
2 0.9998 0.06460187041357031 0.1659673644485798 0.863174442497771 0.007881321942513961 9999
3 0.9929 0.04473509775261923 0.1340786864089376 0.7323649582960235 0.005533736967773061 9999
4 0.941 0.03732176636184203 0.12424908599682633 0.6882079420160601 0.004133010934349699 9999
5 0.8078 0.03476294808856531 0.12024125655593346 0.6577503407868739 0.0030310985210846397 9999
6 0.6004 0.0342263940656261 0.11782434344644743 0.6351690451144154 0.002992075841136309 9999
7 0.396 0.033821230094077524 0.11461771300956476 0.6100034162624334 0.0033115661160567893 9999
8 0.2346 0.03406219713016148 0.11238865179525526 0.5912325203600647 0.003917129435701552 9999
9 0.1228 0.034502967071892834 0.10911559222177121 0.5651947903330088 0.005160430233848509 9999
10 0.0645 0.03413062506297732 0.10590789213365796 0.5455626555957173 0.007323105802621118 9999
11 0.034 0.03399531717733954 0.10519602998435024 0.547623840401956 0.009862885276190092 9999
12 0.0154 0.03371436308440503 0.10523571702731953 0.5502964577571458 0.015821444888842344 9999





