1 1 0.06958735753913678 0.2920183761766419 4.2832048564692435 0.04574716076084986 5054
2 1 0.02309645368775749 0.10611216288906467 1.5311702186092093 0.036042900008869325 2276
3 1 0.01152089287667538 0.05917932823215506 0.9739694598542035 0.025694759739443396 1611
4 1 0.007415930331860207 0.04488714207792848 0.8347960770100353 0.027654042664754557 1039
5 0.9989 0.005653618613552391 0.03780724218024059 0.7431182034696142 0.021272001548641048 928
6 0.9926 0.004580031997451054 0.03481768817144143 0.6898073268873337 0.017075234972679057 680
7 0.9866 0.0038486582176166816 0.03643213322364451 0.7537305827172914 0.02276683544326301 524
8 0.9618 0.0036881889777657354 0.035536594246607225 0.7069480241633543 0.019572510112967224 392
9 0.9378 0.003554545925563241 0.03566626277021578 0.6965954969683251 0.019252506321828455 337
10 0.9044 0.0033471263832302485 0.03575644290009172 0.7001823244969488 0.02075344170693444 292
11 0.8137 0.0034434846985613482 0.03579860046049635 0.6807050931287675 0.01684212077799758 246
12 0.7130 0.003384255098234432 0.03522594800346703 0.6505680574058997 0.017987478684208805 236
13 0.5753 0.003266750105657302 0.03438865210612449 0.6404614017872436 0.016582405593532724 251
14 0.4568 0.0033380548111354466 0.03327090938579544 0.5830666617798536 0.014988693762036286 277
#15 0.3463 0.0031788354992282313 0.0323380548259417 0.5836294676367245 0.019347682434325258 256
#15 0.3895582329317269 0.003330504007652702 0.03447156622934872 0.6176224254628506 0.016588758832528517 248
15 0.367587154150198 0.003330504007652702 0.03447156622934872 0.6176224254628506 0.016588758832528517 0
#16 0.3015 0.0032838170092885583 0.03218212258498608 0.5647530230304674 0.016556490491470417 261
#16 0.2622 0.003151219559879021 0.032270531657387844 0.586091614630268 0.017700954065500304 243
#16 0.2192513368983957 0.003321703335990393 0.03245670618743373 0.5419795834060928 0.016674638716923266 186
16 0.265468686868687 0.003151219559879021 0.032270531657387844 0.586091614630268 0.017700954065500304 0
#17 0.1785 0.0034017933864330966 0.032959148517608505 0.5943503821683445 0.030125048512533198 251
#17 0.175 0.0032569910888263828 0.031112031004030788 0.5118836366177121 0.018372079185343077 239
#17 0.1848341232227488 0.0031229398096548826 0.03140948547532809 0.5538541076479078 0.021362155005388454 210
17 0.179206258890469 0.0032569910888263828 0.031112031004030788 0.5118836366177121 0.018372079185343077 0
#18 0.1095 0.0034122926197294066 0.03346340007569868 0.6001502917270671 0.054626629497125975 209
#18 0.1434 0.0034741489800083026 0.03310751333264308 0.5604913000564166 0.026358165452991744 222
#18 0.10077519379844961 0.0033394830425802534 0.03180604907888245 0.5565040800594927 0.023948045385432607 257
18 0.117182633863965 0.0034741489800083026 0.03310751333264308 0.5604913000564166 0.026358165452991744 0
#19 0.0501 0.003528451655612438 0.03656693835313025 0.6840445658320734 0.1287541663221325 258
#19 0.0763 0.003464082274601352 0.031053357246087255 0.4975522296821526 0.025111087743989825 248
#19 0.09243697478991597 0.003282987681656986 0.03039530231906606 0.512971305279022 0.022340731351574713 237
19 0.0723520107238606 0.003464082274601352 0.031053357246087255 0.4975522296821526 0.025111087743989825 0
#20 0.0493 0.003408726308720517 0.028803821166882494 0.4541347499478816 0.01356574642501784 222
#20 0.0641 0.0036682527348712588 0.03402914790529494 0.5885638339918977 0.05468040402796437 233
#20 0.043859649122807015 0.00353483366258923 0.03343068924418728 0.6253680737782169 0.05436698348457082 227
20 0.0525449635036496 0.0036682527348712588 0.03402914790529494 0.5885638339918977 0.05468040402796437 0


