1 1.0 0.19840459049663473 0.35289459747668084 1.3861256585481936 0.012696045592988588 9999
2 0.9981 0.10628354907833508 0.2264826017310053 0.9200560500252958 0.009223893383246964 9999
3 0.9593 0.07864411815562077 0.1936413144982171 0.8078777249907235 0.006211213473553839 9999
4 0.8184 0.07021728225270164 0.18319161715982146 0.758940554479287 0.005002458250797083 9999
5 0.5868 0.06681791618331846 0.17325995524665982 0.7055490421893477 0.0041573930500313095 9999
6 0.3543 0.06575293114349359 0.16679848737763986 0.6727145383393063 0.004211699051992624 9999
7 0.1979 0.06486283416170559 0.16192759827708988 0.6520308717280981 0.005068392601390446 9999
8 0.0997 0.06414144394666157 0.15908713607756084 0.6405980947642018 0.006910050222547532 9999
9 0.0485 0.0641282592285546 0.15849979155037827 0.6409184428929344 0.009175043274971248 9999
10 0.0227 0.06129708843579993 0.15222186037796884 0.6205020200674376 0.015155098621172473 9999
11 0.0082 0.06274823308064903 0.15959419935264466 0.6617969853188695 0.023630010091052058 9999
