#P
1  0.00124167  4.26547e-06  1  0
2  0.195694  0.00269809  0.68085  0.00483165
3  0.226112  0.00222963  0.750481  0.00240129
4  0.275155  0.0027422  0.621869  0.00526954
5  0.287366  0.00241004  0.685577  0.00276034
6  0.316977  0.00266116  0.59049  0.00544998
7  0.323828  0.00241268  0.648571  0.00290196
8  0.339311  0.0026938  0.576453  0.0057107
9  0.345889  0.00241523  0.620523  0.00319739
10  0.361211  0.00212382  0.548697  0.00483906
11  0.364576  0.00243873  0.597475  0.00357631
13  0.370007  0.00248723  0.592455  0.0038922


